START	~	0.02316096139839767
START	@	0.04879825200291333
START	V	0.01281864530225783
START	^	0.010779315367807721
START	#	0.003058994901675164
START	L	0.0059723233794610345
START	!	0.009613983976693372
START	N	0.009322651128914785
START	,	0.0024763292061179896
START	D	0.004952658412235979
START	O	0.011798980335032775
START	A	0.005826656955571741
START	G	0.0013109978150036416
START	S	0.000582665695557174
START	P	0.0032046613255644575
START	E	0.0014566642388929353
START	R	0.005098324836125273
START	$	0.0013109978150036416
START	X	0.00043699927166788056
START	U	0.000582665695557174
START	&	0.000582665695557174
START	M	0.000291332847778587
START	Z	0.000291332847778587
~	@	0.038283617801882275
~	O	0.004625937151060775
~	U	0.00622108789280587
~	~	0.002871271335141171
~	#	0.001914180890094114
~	X	0.000638060296698038
~	STOP	0.0041473919285372465
~	A	0.0015951507417450949
~	P	0.0014356356675705854
~	,	0.0027117562609666615
~	V	0.0035093316318392086
~	$	0.0007975753708725474
~	D	0.0017546658159196043
~	L	0.001276120593396076
~	^	0.003828361780188228
~	&	0.000319030148349019
~	!	0.0027117562609666615
~	R	0.0017546658159196043
~	N	0.002233211038443133
~	E	0.0007975753708725474
~	G	0.000319030148349019
~	Z	0.000319030148349019
@	~	0.028907922912205567
@	O	0.010859590088712144
@	!	0.015448149281125726
@	E	0.001223615784643622
@	A	0.0027531355154481493
@	,	0.006271030896298563
@	P	0.0032119914346895075
@	@	0.011930253900275314
@	V	0.009330070357907618
@	L	0.0038237993270113183
@	D	0.0021413276231263384
@	N	0.005200367084735393
@	U	0.002294279596206791
@	STOP	0.0038237993270113183
@	#	0.0015295197308045274
@	^	0.003517895380850413
@	R	0.004894463138574488
@	G	0.001223615784643622
@	&	0.00168247170388498
@	S	0.0003059039461609055
@	$	0.0009177118384827164
@	X	0.0004588559192413582
O	V	0.0930847159007488
O	^	0.0016150345030098371
O	P	0.007194244604316547
O	,	0.015122595800910292
O	D	0.0035237116429305535
O	~	0.0010277492291880781
O	R	0.012920276024078697
O	N	0.0032300690060196743
O	A	0.003670532961385993
O	&	0.002789605050653355
O	STOP	0.0024959624137424756
O	E	0.0014682131845543973
O	O	0.0035237116429305535
